timestamp,lat,lon,altitude_m,distance_m,speed_ms,heart_rate_bpm,cadence_rpm
2026-08-15T18:35:36Z,41.5718962,-93.6841624,266.4,30665.8,3.014,150,86
2026-08-15T18:35:43Z,41.5720105,-93.6843809,266.6,30688.1,3.023,150,85
2026-08-15T18:35:49Z,41.5721148,-93.6845364,266.8,30705.4,3.042,150,85
2026-08-15T18:35:55Z,41.5721691,-93.6846868,266.6,30719.1,2.995,150,85
2026-08-15T18:36:02Z,41.5722535,-93.6848766,266.8,30737.1,2.948,152,85
2026-08-15T18:36:09Z,41.5723854,-93.685073,267.2,30759.1,2.93,152,86
2026-08-15T18:36:10Z,41.5724073,-93.6851036,267.2,30762.5,2.93,152,86
2026-08-15T18:36:16Z,41.572538,-93.6852451,266.8,30781.2,2.986,152,85
2026-08-15T18:36:23Z,41.5725913,-93.6854548,266.8,30799.2,2.986,152,85
2026-08-15T18:36:28Z,41.5725975,-93.6855989,266.6,30810.6,2.93,152,85
2026-08-15T18:36:34Z,41.5726158,-93.6857851,266.8,30826.3,2.883,152,85
2026-08-15T18:36:41Z,41.5726667,-93.6860217,266.6,30846.9,2.865,152,85
2026-08-15T18:36:47Z,41.5727712,-93.6861587,266.2,30863.1,2.809,152,86
2026-08-15T18:36:53Z,41.5729448,-93.6862937,266.4,30885.1,2.874,152,85
2026-08-15T18:36:58Z,41.5731228,-93.6863829,266.4,30906.2,2.93,152,85
2026-08-15T18:37:03Z,41.5732787,-93.6864892,266.4,30925.7,3.042,152,85
2026-08-15T18:37:10Z,41.5734259,-93.6866354,266.2,30945.9,3.042,152,85
2026-08-15T18:37:11Z,41.5734404,-93.6866649,266.2,30948.7,3.042,152,85
2026-08-15T18:37:15Z,41.5735088,-93.6867588,266.2,30959.6,3.014,152,86
2026-08-15T18:37:21Z,41.5736051,-93.6869045,266.2,30975.5,2.986,153,85
2026-08-15T18:37:27Z,41.573706,-93.6870839,266.6,30994.1,2.986,153,85
2026-08-15T18:37:33Z,41.5737715,-93.6872716,266.8,31011.2,2.986,153,85
2026-08-15T18:37:38Z,41.5738558,-93.6874239,266.6,31027,3.004,153,85
2026-08-15T18:37:43Z,41.5739044,-93.6875623,266.6,31039.7,2.995,153,85
2026-08-15T18:37:48Z,41.5739331,-93.6877055,267,31052,2.939,153,85
2026-08-15T18:37:54Z,41.5739685,-93.6879027,267,31068.9,2.911,153,85
2026-08-15T18:38:01Z,41.5740674,-93.6881298,266.2,31090.5,2.967,153,85
2026-08-15T18:38:02Z,41.574073,-93.6881595,266,31093.1,2.967,153,85
2026-08-15T18:38:08Z,41.5741184,-93.6883406,266.6,31108.9,2.902,153,85
2026-08-15T18:38:14Z,41.5741836,-93.6885354,266.6,31126.6,2.911,152,85
2026-08-15T18:38:21Z,41.5742693,-93.6887371,266.8,31145.7,2.883,152,85
2026-08-15T18:38:27Z,41.574297,-93.6889369,266.8,31162.7,2.865,152,84
2026-08-15T18:38:34Z,41.5743401,-93.6891491,267.2,31181.2,2.846,152,85
2026-08-15T18:38:40Z,41.5744245,-93.6893197,267.4,31197.8,2.818,152,85
2026-08-15T18:38:45Z,41.5744622,-93.6894644,267.4,31210.4,2.809,152,85
2026-08-15T18:38:51Z,41.5744975,-93.6896636,267.4,31227.1,2.781,152,85
2026-08-15T18:38:57Z,41.5745769,-93.6898875,267.6,31247.2,2.799,152,85
2026-08-15T18:38:58Z,41.5745867,-93.689919,267.6,31250,2.809,152,85
2026-08-15T18:39:03Z,41.5746614,-93.6900761,267.6,31265.3,2.827,152,85
2026-08-15T18:39:09Z,41.5748134,-93.6902379,267.6,31286.5,2.846,152,85
2026-08-15T18:39:15Z,41.574952,-93.690428,268.4,31308.5,2.958,152,84
2026-08-15T18:39:16Z,41.5749788,-93.6904558,268.8,31312.3,2.967,152,84
2026-08-15T18:39:21Z,41.5750451,-93.690586,269.4,31325.4,2.948,152,84
2026-08-15T18:39:24Z,41.5750579,-93.6906826,269.8,31333.3,2.911,152,84
2026-08-15T18:39:27Z,41.5750899,-93.6907738,270.2,31341.6,2.874,152,84
2026-08-15T18:39:32Z,41.5751928,-93.6909214,270.2,31358.2,2.893,152,84
2026-08-15T18:39:37Z,41.5752542,-93.6910633,270.4,31372,2.893,149,83
2026-08-15T18:39:38Z,41.5752602,-93.6910903,270.4,31374.3,2.893,148,83
2026-08-15T18:39:42Z,41.5753161,-93.6911851,270.6,31384.5,2.846,147,84
2026-08-15T18:39:45Z,41.5753575,-93.6912819,270.6,31393.8,2.837,147,85
2026-08-15T18:39:50Z,41.5754077,-93.691432,270,31407.5,2.855,147,85
2026-08-15T18:39:56Z,41.5754468,-93.6916083,270.2,31422.7,2.818,149,85
2026-08-15T18:40:03Z,41.57552,-93.6918616,269.8,31445.3,2.837,151,85
2026-08-15T18:40:04Z,41.575521,-93.6919002,269.8,31448.4,2.846,151,85
2026-08-15T18:40:10Z,41.5755673,-93.6921133,269.4,31467.2,2.865,151,85
2026-08-15T18:40:15Z,41.5756415,-93.6922831,269.4,31483.6,2.893,151,85
2026-08-15T18:40:22Z,41.5756848,-93.6925187,269,31503.8,2.911,151,85
2026-08-15T18:40:23Z,41.5756901,-93.6925598,269,31507.2,2.911,151,85
2026-08-15T18:40:28Z,41.5757246,-93.6927423,268.6,31522.9,2.93,151,85
2026-08-15T18:40:29Z,41.5757304,-93.6927712,268.6,31525.4,2.93,150,85
2026-08-15T18:40:34Z,41.5757922,-93.6929479,268.6,31541.4,2.939,150,85
2026-08-15T18:40:41Z,41.5758418,-93.6931792,268.4,31561.6,2.93,150,85
2026-08-15T18:40:47Z,41.5759073,-93.6933994,268.2,31581.4,2.948,151,85
2026-08-15T18:40:53Z,41.5759701,-93.6936204,268.4,31601.1,2.986,151,85
2026-08-15T18:40:59Z,41.5759848,-93.693858,268.2,31621.2,3.014,151,85
2026-08-15T18:41:04Z,41.5759501,-93.6940344,268.8,31636,3.032,151,85
2026-08-15T18:41:09Z,41.5758693,-93.6941311,268.6,31647.8,3.023,151,85
2026-08-15T18:41:19Z,41.575715,-93.6942867,268.4,31669,2.967,151,84
2026-08-15T18:41:26Z,41.5755715,-93.6943988,268.8,31687.5,2.883,151,85
2026-08-15T18:41:30Z,41.5754366,-93.6945572,268.6,31707.6,2.939,151,84
2026-08-15T18:41:35Z,41.5753681,-93.6947386,268.2,31724.5,3.014,151,84
2026-08-15T18:41:41Z,41.5753787,-93.6949522,268.4,31742.3,3.014,151,84
2026-08-15T18:41:47Z,41.575478,-93.6951178,268.6,31759.7,3.023,151,85
2026-08-15T18:41:52Z,41.5755424,-93.6952675,268.6,31773.9,3.004,151,85
2026-08-15T18:41:59Z,41.5756524,-93.6954598,268.4,31794,2.976,151,85
2026-08-15T18:42:05Z,41.5758076,-93.6955966,268.6,31814.5,3.023,151,85
2026-08-15T18:42:10Z,41.5759546,-93.6956556,268.8,31831.7,3.07,151,86
2026-08-15T18:42:16Z,41.5761,-93.6956417,269.4,31848,3.07,152,85
2026-08-15T18:42:22Z,41.5762471,-93.6956627,269.2,31864.6,3.06,152,85
2026-08-15T18:42:26Z,41.5762975,-93.6957586,269.4,31874.3,3.042,152,85
2026-08-15T18:42:30Z,41.5764036,-93.695715,269.4,31886.7,3.014,152,83
2026-08-15T18:42:37Z,41.5765867,-93.6955858,269,31909.7,3.032,152,85
2026-08-15T18:42:38Z,41.5766108,-93.6955697,269,31912.7,3.042,152,85
2026-08-15T18:42:44Z,41.5767554,-93.6954628,268.4,31931.1,3.06,152,85
2026-08-15T18:42:51Z,41.5769161,-93.6953385,269,31951.8,3.051,152,83
2026-08-15T18:42:57Z,41.5770824,-93.6951925,269,31973.9,3.079,152,84
2026-08-15T18:42:58Z,41.5771081,-93.6951701,269,31977.4,3.088,152,84
2026-08-15T18:43:04Z,41.5772171,-93.6950354,268.8,31994,3.088,152,84
2026-08-15T18:43:09Z,41.5772896,-93.6949081,269.2,32007.4,3.032,150,83
2026-08-15T18:43:12Z,41.5773083,-93.694829,269.8,32014.4,2.986,149,84
2026-08-15T18:43:15Z,41.5773259,-93.6947558,270.4,32020.8,2.921,149,84
2026-08-15T18:43:18Z,41.5773239,-93.694674,271,32027.5,2.865,149,83
2026-08-15T18:43:23Z,41.5773047,-93.6945713,271.8,32035.7,2.771,149,84
2026-08-15T18:43:28Z,41.5772749,-93.6944874,271.8,32041.8,2.641,149,84
2026-08-15T18:43:30Z,41.5772529,-93.6944375,271.8,32045.7,2.557,150,84
2026-08-15T18:43:32Z,41.5772277,-93.6943847,272,32050.3,2.547,151,83
2026-08-15T18:43:36Z,41.5771984,-93.6943113,272.4,32056.4,2.538,152,84
2026-08-15T18:43:40Z,41.5771271,-93.6942462,273.2,32061.9,2.491,152,85
2026-08-15T18:43:42Z,41.5770891,-93.6941981,273.4,32066.9,2.51,152,85
2026-08-15T18:43:46Z,41.5768903,-93.6941655,273.6,32086.3,2.585,152,84
2026-08-15T18:43:52Z,41.576696,-93.6941404,273.4,32107.4,2.613,152,84
2026-08-15T18:43:57Z,41.5765561,-93.6941443,272.2,32122.8,2.65,152,85
2026-08-15T18:43:59Z,41.5764977,-93.6941429,271.8,32129.2,2.669,152,85
2026-08-15T18:44:04Z,41.5763573,-93.6941019,271.4,32144.6,2.715,152,85
2026-08-15T18:44:09Z,41.5761943,-93.6940425,271.6,32162.4,2.771,152,84
2026-08-15T18:44:16Z,41.5760242,-93.6938917,271.4,32185.1,2.79,152,85
2026-08-15T18:44:17Z,41.5759956,-93.6938607,271.2,32189.2,2.781,152,85
2026-08-15T18:44:18Z,41.5759621,-93.6938362,271,32193.4,2.781,152,85
2026-08-15T18:44:22Z,41.5758627,-93.6937349,270.8,32207.4,2.874,152,85
2026-08-15T18:44:29Z,41.5757556,-93.69356,271.2,32225.7,2.958,150,85
2026-08-15T18:44:35Z,41.5757144,-93.6933892,271.6,32239,2.902,150,85
2026-08-15T18:44:40Z,41.5756308,-93.6932412,271.2,32254.6,2.893,150,85
2026-08-15T18:44:43Z,41.576071,-93.6926445,271,32276.6,2.939,149,87
2026-08-15T18:44:44Z,41.5761537,-93.6925293,271,32282.3,3.014,148,87
2026-08-15T18:44:48Z,41.5763175,-93.6922405,271.4,32304.6,3.004,148,85
2026-08-15T18:44:50Z,41.5763583,-93.6921107,271.4,32314.5,3.331,148,85
